id,apelido,clube,posicao,ultima_pontuacao,status,FD,G,CA,FC,FS,DD,GS,PP,SG,CV,FT,A,PE,RB,DP,I,FF,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
37656,Fábio,Cruzeiro,Goleiro,-2.3,Provável,0,1,0,0,0,0,0,7,0,0,4,0,13,1,0,17,0,4.7,3.5,8,2,4,4.4,4,6,-2.3,10.9,0,-2.3,11.81,11.53,13.1,12.36,12.59,12.76,12.71,13.26,11.66,14.19,12.4,11.77
37657,Edu Dracena,Palmeiras,Zagueiro,0,Nulo,0,8,0,1,0,5,0,3,0,1,3,0,0,7,0,0,0,5.5,0,0,6.2,0,5.4,1.1,0,5.4,0,0,0,9.55,9.55,9.55,10.03,10.03,10.01,9.23,9.23,9.9,9.9,9.9,9.9
38545,Felipe Melo,Palmeiras,Meia,0,Nulo,0,5,0,0,0,7,0,6,2,1,0,0,0,8,0,0,2,3.2,0,0.7,0,1.6,1.5,0,0,0,0,0,0,11.46,11.46,9.41,9.41,8.85,8.67,8.67,8.67,8.67,8.67,8.67,8.67
38738,Douglas,Grêmio,Meia,0,Contundido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14
38748,Maicon,Avaí,Lateral,0,Nulo,0,2,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,,,0,0,0,0,0,0,-6,0,0,0,,,8,8,8,8,8,8,4.72,4.72,4.72,4.72
38852,Anderson,Coritiba,Meia,0.3,Dúvida,0,5,0,0,0,2,0,13,0,2,0,0,0,4,0,0,1,-0.1,0,0,0,0,0,0,0,0,0,-0.2,0.3,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,3.76,3.8
38908,Renato,Santos,Meia,-0.9,Contundido,0,14,0,0,0,11,0,23,1,0,0,0,0,6,0,0,0,-0.1,0,2.6,0.5,2.1,1.2,4,2.2,-0.9,5.8,0,-0.9,8.42,8.42,7.15,6.64,6.77,6.54,7.1,6.89,6.25,7.54,7.54,6.39
38909,Diego,Flamengo,Meia,4.6,Provável,0,26,4,3,2,10,0,38,7,4,0,0,0,12,0,0,0,0,0,0,1.2,3.1,4.2,7.2,8.9,20.6,-1.8,14,4.6,25,25,25,19.46,18.96,18.84,19.3,19.87,22.83,19.23,22.11,20.81
41363,Alexandre Gallo,Vitória,Técnico,3.19,Provável,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1.64,5.41,4.23,6.06,1.55,1.72,3.35,3.19,,,,6.18,5.45,6.7,7.03,7.93,7.32,7.37,7.75,7.87
38928,Dudu Cearense,Botafogo,Meia,0,Nulo,0,1,0,0,0,2,0,5,0,0,0,0,0,5,0,0,1,0,0,0,-0.8,0,0,3.4,-0.8,-2.5,0,-1.4,0,6,6,6,4.34,4.15,4.15,4.64,3.88,3.34,3.34,3.24,3.24
38913,Nenê,Vasco,Meia,-3.5,Suspenso,0,28,2,2,3,7,0,48,7,3,0,0,0,10,0,0,3,-0.3,0,8.7,-2.6,8.9,-1,8.3,7.3,-2.3,12.9,2,-3.5,16.06,16.06,14.92,12.47,14.46,12.54,14.19,14.41,12.61,15.55,13.88,12.69
38957,Rafael Marques,Cruzeiro,Atacante,0,Nulo,0,7,0,0,0,3,0,16,5,2,0,0,0,2,0,0,0,0,0.6,3.7,2,0,2.9,0,0,-0.9,0,0,0,5,3.92,4.73,4.74,4.74,4.91,4.37,4.37,3.98,4.04,4.04,4.04
40006,Abel Braga,Fluminense,Técnico,4.35,Provável,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,2.04,1.88,3.51,0,3.17,1.68,3.45,8.15,2.61,3.69,4.35,14.12,12.66,12.01,12.31,12.31,11.76,11.32,11.6,12.7,11.95,12.15,12.39
39572,Renato,Fluminense,Lateral,0,Nulo,0,7,0,0,0,3,0,9,5,1,1,0,0,4,0,0,1,0,0.3,0,2.7,0,0,0,0,9.4,-1,0,0,5,3.78,3.78,4.07,4.07,4.07,3.41,3.41,5.35,3.75,3.75,3.75
39152,Jonas,Botafogo,Lateral,0,Contundido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6
40179,Kleber,Coritiba,Atacante,1.9,Provável,0,26,3,6,1,4,0,29,6,10,0,1,0,25,0,0,1,8.9,5.6,1.4,1.4,1,0.9,-6.3,0,0,0,17,1.9,13.37,14.82,13.86,13.56,12.96,12.57,10.49,10.49,10.49,10.49,13.96,11.76
40990,Dorival Júnior,São Paulo,Técnico,0,Provável,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,5.42,1.26,-0.58,0,0,0,0,0,0,0,0,12.19,11.93,10.94,10.11,10.11,10.11,10.11,10.11,10.11,10.11,10.11,10.11
41327,Vanderlei Luxemburgo,Sport,Técnico,7.06,Provável,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.27,6.75,3.1,4,4.72,3.24,5.64,5.85,7.06,,,3.81,3.04,5.06,5.05,5.57,6.11,6.13,6.9,7.31,7.94
41218,Magrão,Sport,Goleiro,12.8,Provável,0,0,0,0,0,1,0,5,0,0,5,0,16,0,0,20,0,-8,7,1.7,-2,20,2,8,2.7,-4,5,8,12.8,0.71,1.25,1.12,0.76,6.05,3.92,5.48,4.94,3.6,5.21,6.12,7.6
42145,Egídio,Palmeiras,Lateral,5.6,Dúvida,0,10,0,1,0,14,0,28,0,1,3,0,0,6,0,0,0,0,0,0,6.8,0.4,0,0,5.8,8.3,0,6,5.6,6,6,6,6.66,5.63,5.63,5.63,6.44,7.37,7.37,7.38,7.61
40025,Levir Culpi,Santos,Técnico,3.41,Provável,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,7.45,4.32,5.25,2.11,3.51,3.41,,,,,8.86,8.86,9.42,9.41,9.97,9.56,9.87,9.99
42213,Fernando Bob,Ponte Preta,Meia,2.3,Provável,0,7,0,1,0,16,0,21,0,0,0,0,0,11,0,0,2,0,8.1,0,0,0,0,0,4.8,-0.6,0.2,-0.4,2.3,9,10.12,10.12,10.12,10.12,10.12,10.12,9.37,8.38,8.38,8.11,8.54
42140,Felipe Santana,Atlético-MG,Zagueiro,0,Contundido,0,6,1,1,1,9,0,14,2,0,1,0,0,7,0,0,0,1.1,2.6,8.5,8.1,0,0.1,2.3,-0.8,7.6,0,0,0,5.73,5.65,7.92,9.25,9.25,7.87,8.14,7.46,9.11,9.11,9.11,9.11
41929,Renato Gaúcho,Grêmio,Técnico,2.35,Provável,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,5.05,5.3,6.12,8.1,7.91,5.79,4.22,6.3,2.76,-0.53,2.35,13.53,13.89,14.27,15,15.75,16.21,16.04,15.86,16.37,15.87,15.09,15.48
42411,Cuca,Palmeiras,Técnico,1.43,Provável,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34,1.73,1.1,3.8,0.75,5.35,2.85,5.65,6.19,2.58,3.86,1.43,15.09,14.22,13.29,13.71,12.74,13.51,13.03,13.62,13.95,13.45,13.66,13.25
42116,Willian,Palmeiras,Atacante,5.6,Provável,1,16,2,4,1,8,0,16,3,4,0,0,0,20,0,0,4,1.7,-2.7,1.1,-4,1.2,6.6,0.3,8.9,0,1.2,0.5,5.6,8.98,5.87,5.71,4.03,4.53,5.85,4.86,6.74,6.74,5.69,5.52,6.56
42499,Bruno,São Paulo,Lateral,0,Nulo,0,5,0,0,0,3,0,16,0,0,1,0,0,3,0,0,1,0,0,0,0,1.7,3.4,0,-0.8,0,0,0,0,8,8,8,6.11,6.19,6.58,6.58,5.63,5.63,5.63,5.63,5.63
42500,Fagner,Corinthians,Lateral,0,Provável,0,11,0,0,1,12,0,40,0,0,7,0,0,9,0,0,3,0,4.9,5.1,5,0,0,0,1.4,14.4,11.3,1.3,0,12.02,10.93,11.29,11.77,11.77,11.77,11.77,10.39,13.19,13.46,11.91,11.91
42330,Felipe Garcia,Atlético-GO,Goleiro,-1.3,Provável,0,1,0,0,0,0,0,7,0,0,1,0,16,0,0,23,1,0,5.7,9.7,3,7.7,11,-4.6,3.7,4.5,1,-2,-1.3,3,4.69,7.36,7.1,8.56,10.15,7.33,8.63,8.97,8.45,7.74,7.67
49673,Júlio César,Fluminense,Goleiro,4,Provável,0,5,0,0,0,0,0,6,0,0,1,0,13,0,0,10,0,0,0,0,-2.4,0,-0.3,-1.3,-2.5,14,1,-2.8,4,7,7,7,4.61,4.61,4.3,3.84,3.32,6.7,4.87,4.04,5.23
42234,Cássio,Corinthians,Goleiro,15,Provável,0,2,0,0,0,0,0,5,0,0,9,0,5,0,2,11,1,-2,5,7.7,5,1.9,-1,11,7.7,7.7,16,5.5,15,8.49,7.81,9.34,9.69,9.15,8.33,10.81,10.87,11.33,13.59,12.28,14.5
50284,Wilson,Coritiba,Goleiro,3,Provável,0,3,0,0,0,0,0,9,0,0,5,0,13,0,0,25,0,4,0.7,5.7,7.4,13.7,2,8,5.2,11,10.1,2,3,9.9,8.71,9.84,11.09,13.44,11.81,13.08,12.92,14.42,14.9,13.65,13.84
50294,Guilherme,Atlético-PR,Meia,0,Nulo,0,4,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,8,-0.9,0,0,0,0,0,0,0,0,0,0,12.73,11.24,10.33,10.33,10.33,10.33,10.33,10.33,10.33,10.33,10.33,10.33
49674,Fabrício,Cruzeiro,Lateral,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5
38910,Ricardo Oliveira,Santos,Atacante,0,Contundido,0,5,0,1,0,0,1,4,6,2,0,0,0,7,0,0,1,3.1,1.5,1.3,-0.9,0,0,0,0,0,0,0,0,16.34,13.5,12.47,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4
50317,David Braz,Santos,Zagueiro,-2.8,Provável,0,4,1,1,0,9,0,28,3,1,6,0,0,8,0,0,4,0,9.2,3,-1.2,4,3.3,6.6,7.8,6,0,1.6,-2.8,10,11.34,10.81,9.68,10.39,10.35,11.14,11.79,11.83,11.83,11.06,10.11
50324,Hudson,Cruzeiro,Meia,8.1,Contundido,0,7,1,0,0,15,0,15,2,1,0,0,0,13,0,0,1,2,3.3,2.3,-0.6,0,-0.5,0,0,8.3,3.5,0,8.1,6.37,6.68,6.71,6.01,6.01,5.44,5.44,5.44,6.94,6.45,6.45,7.51
50301,Everton,Flamengo,Meia,10.8,Provável,0,20,2,3,2,17,0,34,5,6,0,0,0,15,0,0,4,7.2,10.7,0,2.8,4.7,1.1,1,2.1,4.8,0,2,10.8,12.87,16.19,16.19,15.11,15.29,14.43,14.01,14.01,14.5,14.5,13.86,15.67
50398,Paulo Henrique,Sport,Atacante,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
50369,Carlos Eduardo,Vitória,Meia,8.2,Provável,0,4,0,0,0,5,0,5,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,8.2,3,3,3,3,3,3,3,3,3,3,2.81,4.18
50307,Adilson,Atlético-MG,Meia,0.7,Dúvida,0,1,0,0,0,5,0,7,1,0,0,0,0,9,0,0,0,4.7,-1.9,-1.3,0,0,0,0,0,0,0,0.9,0.7,7.57,6.07,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,4.58,4.54
42501,Rhodolfo,Flamengo,Zagueiro,4.5,Contundido,0,0,0,1,0,4,0,4,2,0,3,0,0,4,0,0,0,,,,,,0,0,0,1.2,9.2,4.6,4.5,,,,,,8,8,8,6.55,8.68,8.41,8.7
50328,Marcelo Oliveira,Grêmio,Lateral,0,Nulo,0,4,0,0,0,1,0,3,0,0,1,0,0,3,0,0,1,5.1,0,0,0,0,0,0,0,0,0,-0.8,0,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,7.9,7.9
42232,Amaral,Chapecoense,Meia,0,Contundido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5
50348,Conca,Flamengo,Meia,0,Nulo,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9,-2.8,0,0,0,0,12,12,12,12,12,12,9.38,8.35,8.35,8.35,8.35,8.35
50362,Lucas,Fluminense,Lateral,4,Provável,0,7,0,3,0,10,0,28,4,0,0,0,0,24,0,0,1,-1.8,-0.6,1.4,-0.2,0,3.5,1.1,-1.1,0,-3.5,-3.4,4,4.39,2.42,2.55,2.17,2.17,2.86,2.57,2.11,2.11,1.4,1.14,2.45
50439,Vilson,Corinthians,Zagueiro,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
50408,Breno,Vasco,Zagueiro,0,Contundido,0,6,0,0,0,6,0,22,2,1,2,0,0,9,0,0,2,0,1.9,-1.1,0,-0.6,0.8,1.9,5.6,-1.2,4.1,-0.9,0,4,3.75,2.88,2.83,2.49,2.66,2.91,3.87,2.77,3.79,2.95,2.95
50402,Kayke,Santos,Atacante,7,Provável,0,4,3,5,1,1,0,32,6,5,0,0,0,9,0,0,0,-0.8,0,-0.3,0,-1.7,17,8.2,-0.4,-1.8,0,-1.9,7,4.39,4.39,3.01,3.01,2.22,6.64,6.22,4.9,4.46,4.65,4.17,5.86
50407,Marquinho,Fluminense,Meia,0,Contundido,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,-2.5,0,0,1.7,0,0,0,-0.8,0,0,6,6,3.6,3.6,3.6,3.66,3.66,3.66,3.2,2.98,2.98,2.98
50427,Kadu,Ponte Preta,Zagueiro,0,Provável,0,5,0,0,0,14,0,5,1,0,2,0,0,9,0,0,1,10.1,6.2,3.6,0,0,0,2.4,0,0,0,6.7,0,9.97,12.95,13.02,13.02,13.02,13.02,11.85,11.85,11.85,11.85,12.25,12.25
50459,Léo,Cruzeiro,Zagueiro,2,Provável,0,10,0,0,1,8,0,29,2,1,4,0,0,10,0,0,3,6.4,1.3,0.8,0.3,0.6,4.2,1.1,-0.6,0,10.1,0.1,2,10.19,9.88,9.28,8.86,8.5,9.16,8.56,8.06,8.06,10.05,8.47,8.77
50421,Wesley,São Paulo,Meia,0,Nulo,0,2,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1.2,0,0,0,3.3,0,5,5,5,5,5,5,4.1,4.1,4.1,4.1,4.39,3.86
51042,Apodi,Chapecoense,Lateral,1,Provável,0,16,0,2,0,11,0,20,3,2,3,0,0,21,0,0,3,0.9,5.6,8.4,3.9,-1.7,-5.1,3.6,3.3,0.9,1.5,0,1,4.88,6.28,8.36,8.44,7.14,5.81,7.12,7.22,6.83,6.93,6.93,6.75
51415,Roger Carvalho,Atlético-GO,Zagueiro,10.5,Provável,0,23,0,0,1,16,1,26,5,0,1,0,0,19,0,0,0,1.6,1.9,6.6,4.8,4.6,-0.3,0.3,6,1.4,-0.9,1.9,10.5,5.38,5.23,6.94,7.48,7.84,6.93,6.81,7.99,7.33,6.84,7.25,9.09
51318,Leandro Donizete,Santos,Meia,-0.8,Provável,0,3,0,0,0,3,0,5,1,0,0,0,0,3,0,0,1,0,1.7,0,0,0,0,1.4,0,0,0,0,-0.8,7,5.86,5.86,5.86,5.86,4.82,4.97,4.97,4.97,4.97,4.97,4.29
51319,Renato Cajá,Ponte Preta,Meia,1.5,Suspenso,0,7,1,1,1,6,0,22,7,1,0,1,0,8,0,0,1,0,0,0,0,1.3,8.4,2,1,-0.7,1,0,1.5,9,9,9,9,7.2,8.87,7.95,7.71,7.25,7.45,7.45,7.42
51413,Walter,Corinthians,Goleiro,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6
50856,Henrique,Fluminense,Zagueiro,1.1,Provável,0,16,0,0,0,8,1,25,1,1,1,0,0,14,0,0,2,8.1,-1,-1.3,0.2,0,-3.3,0.6,3,6.2,-0.1,-0.2,1.1,12.8,11.28,9.92,9.6,9.6,7.9,8.15,8.54,9.32,8.29,8.11,8.27
42222,Osvaldo,Sport,Atacante,2.5,Provável,0,18,3,1,1,8,0,37,4,4,0,0,0,8,0,0,2,-0.1,-0.3,6.6,-2.9,7.8,5.5,-1.5,1.8,9.7,8.5,1.2,2.5,2.76,1.86,3.93,2.24,4.59,4.88,3.67,4.2,6.04,6.47,5.42,5.72
51705,Bruno Rodrigo,Grêmio,Zagueiro,0,Nulo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,0,0,0,7,7,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11
51299,Emerson Silva,Botafogo,Zagueiro,6.5,Provável,0,4,0,0,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6,6,6,6,6,6,6,6,6,6,6,6.08
51700,Thiago Carleto,Coritiba,Lateral,0,Provável,0,2,0,0,0,1,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,4,4,4,4,4,4.73,4.73,4.73,4.73,4.73,4.73
51175,Denis,São Paulo,Goleiro,0,Contundido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5
51905,Leandro Salino,Vitória,Lateral,0,Nulo,0,16,0,0,0,15,0,21,2,0,1,0,0,15,0,0,1,0,7.4,1.2,-0.4,0,8.2,0,5.8,1.9,0,0,0,4,6.16,5.67,5.22,5.22,6.94,6.94,7,6.5,6.5,6.5,6.5
51792,Kanu,Vitória,Zagueiro,4.3,Provável,0,4,1,1,1,9,0,23,5,1,2,0,0,5,0,0,2,0,0,0,0,0,8.6,-4.2,14.5,0.8,0,6.9,4.3,8,8,8,8,8,8.3,5.89,9.62,7.63,7.41,8.74,8.55
51772,Éverton Ribeiro,Flamengo,Meia,6.1,Provável,0,3,0,0,3,3,0,11,0,0,0,0,0,6,0,0,1,,,,0,0,0,0,0,0,3.6,3.6,6.1,,,,15,15,15,15,15,15,12.56,12.56,13.2
37674,Wagner,Vasco,Meia,-0.3,Provável,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,-0.8,0,0,0,0,0,0,0,-0.3,8,-0.3,8,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,4.38,6.04,4.75
50645,Eduardo,Bahia,Lateral,1.6,Provável,0,10,0,2,1,22,0,65,2,0,4,0,0,18,0,0,1,0,5.2,-1.5,2.6,2.1,2.5,6.3,2.6,4.4,0.5,11,1.6,3.54,4.86,3.64,4.43,4.48,4.69,5.72,5.36,5.88,5.3,7.48,6.16
52674,Gilson,Botafogo,Lateral,0,Nulo,0,16,0,1,0,7,1,10,0,0,3,0,0,4,0,0,1,3.5,4.2,7.7,6.7,2.5,2.8,0.5,0,0,0,3,0,6.01,7.25,9.14,10.1,9.56,9.64,9.09,9.09,9.09,9.09,9.1,9.1
61033,Rodriguinho,Corinthians,Meia,5.8,Provável,0,18,1,1,3,10,0,32,5,6,0,0,0,15,0,0,2,6.5,0.6,8.4,7.5,0,0,0,4.5,1,-3.2,5.8,5.8,16.62,14.3,15.84,16.57,16.57,16.57,16.57,15.2,14.49,13.43,14.86,15.07
52253,Réver,Flamengo,Zagueiro,0,Provável,0,8,1,0,0,12,0,15,1,2,4,0,0,5,0,0,1,-0.5,4.9,3.6,5.5,-0.6,5.6,14.1,2.7,1.4,0,9.4,0,9.55,8.98,9.02,9.92,8.61,9.78,12.1,10.58,10.31,10.31,11.83,11.83
37718,Arouca,Palmeiras,Meia,0,Contundido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6
37705,Juan,Avaí,Meia,2.4,Provável,0,16,1,0,0,11,0,30,6,2,0,0,0,12,0,0,2,,,0,-2,1.4,2.2,6.3,2.9,1.2,1.7,5.8,2.4,,,6,3.67,3.77,4,5.25,5.03,4.81,4.95,5.92,5.54
